date,symbol,name,price,market_cap,turnover_pct,erosion_ratio,conviction,signal,rs7,rs14,rs30,rs200,rs_blend,c_liquidity,c_era,c_depth,c_momentum,unlocks_usd,supply_increase_pct,addr_growth_pct,era,roi_30d,roi_90d,survived,perp_mult
2026-08-06,USYC,Circle USYC,1.13,2999327639,0.0,0.333,23,AVOID,-1.6,0.9,-2.8,33.4,5.72,12.0,20,17.4,13.0,,,,,,,,1.0
2026-08-06,BUIDL,BlackRock USD Institutional Digital Liquidity Fund,1.0,2713874503,0.0,0.333,22,AVOID,-1.5,0.8,-2.9,31.7,5.37,12.0,20,17.2,12.9,,,,,,,,1.0
2026-08-06,USDY,Ondo US Dollar Yield,1.14,2144563060,0.04,0.333,22,AVOID,-1.5,0.9,-2.7,33.9,5.88,12.0,20,16.7,13.1,,,,,,,,1.0
2026-08-06,ONDO,Ondo,0.371355,1808252544,4.77,0.333,22,AVOID,-10.1,-6.8,10.2,28.4,3.5,13.2,20,16.3,12.3,,,,,,,,1.0
2026-08-06,M,MemeCore,1.19,1579858446,0.29,0.333,22,AVOID,24.0,4.1,-9.1,14.2,8.79,12.0,20,16.0,14.0,,,,,,,,1.0
2026-08-06,PEPE,Pepe,2.83e-06,1191182355,10.76,0.333,22,AVOID,2.2,0.4,2.6,-19.4,-2.47,17.2,20,15.4,10.1,,,,,,,,1.0
2026-08-06,GLIDR,Glidr,1.96,196203393,0.04,1.0,22,AVOID,32.0,29.6,31.8,43.1,33.57,12.0,10,11.5,18.9,,,,,,,,1.0
2026-08-06,US,Talus,0.05541,161202963,3.08,0.5,22,AVOID,13.6,23.5,217.2,728.3,209.92,12.1,20,11.0,20.0,,,,,,,,1.0
2026-08-06,RUNE,THORChain,0.448229,151567210,17.36,0.333,22,AVOID,0.3,4.6,9.3,-12.7,1.02,21.6,20,10.9,11.4,,,,,,,,1.0
2026-08-06,SHIB,Shiba Inu,4.81e-06,2832003153,2.24,0.333,21,AVOID,3.1,14.7,7.5,-13.3,3.82,12.0,20,17.3,12.4,,,,,,,,1.0
