date,macro_regime,latest_date,latest_total_mcap,ref_date,ref_total_mcap,ratio,source
2026-09-25,RISK-ON,2026-09-24,2824059845318.8936,2026-09-17,2616440750548.4478,1.079352,macro.csv total_mcap
